ratID,Session,Epoch_N,OF,REM
27284_Douglas,1,0,10.407407407407407,8.777777777777777
27284_Douglas,1,1,10.666666666666668,9.85185185185185
27284_Douglas,1,2,10.555555555555555,9.62962962962963
27284_Douglas,1,3,9.444444444444441,9.370370370370368
27284_Douglas,1,4,10.037037037037038,8.40740740740741
27284_Douglas,1,5,9.481481481481483,9.11111111111111
27284_Douglas,1,6,8.629629629629628,10.0
27284_Douglas,1,7,8.407407407407405,9.296296296296296
27284_Douglas,1,8,10.259259259259261,8.814814814814815
27284_Douglas,1,9,10.148148148148147,9.11111111111111
27284_Douglas,1,10,8.777777777777777,9.074074074074073
27284_Douglas,1,11,9.185185185185185,7.4444444444444455
27284_Douglas,1,12,10.62962962962963,9.555555555555555
27284_Douglas,1,13,9.518518518518517,9.62962962962963
27285_Elm,1,0,8.333333333333332,10.037037037037038
27285_Elm,1,1,8.222222222222223,10.74074074074074
27285_Elm,1,2,10.11111111111111,10.0
27963_Hemlock,1,0,9.407407407407407,9.925925925925924
27963_Hemlock,1,1,8.962962962962964,10.185185185185185
27963_Hemlock,1,2,10.518518518518517,10.148148148148147
27963_Hemlock,1,3,10.296296296296294,8.666666666666666
27963_Hemlock,1,4,9.555555555555557,8.666666666666668
27963_Hemlock,1,5,9.703703703703702,11.037037037037038
28003_Ironwood,1,0,9.444444444444446,8.592592592592593
29630_Juniper,1,0,11.444444444444445,11.074074074074074
29630_Juniper,1,1,9.555555555555555,10.444444444444443
29630_Juniper,1,2,8.481481481481481,10.222222222222223
29630_Juniper,2,0,9.481481481481483,10.259259259259258
29630_Juniper,2,1,10.111111111111109,9.777777777777777
29630_Juniper,2,2,9.777777777777777,8.962962962962964
29630_Juniper,2,3,9.703703703703702,11.037037037037036
29630_Juniper,2,4,9.88888888888889,9.74074074074074
29630_Juniper,2,5,9.85185185185185,9.555555555555555
29630_Juniper,3,0,10.074074074074074,9.703703703703702
29630_Juniper,3,1,9.074074074074074,11.703703703703704
29630_Juniper,3,2,8.185185185185185,11.185185185185185
29630_Juniper,3,3,10.777777777777779,10.296296296296296
29630_Juniper,3,4,9.629629629629632,9.407407407407407
29630_Juniper,3,5,9.814814814814813,9.96296296296296
29630_Juniper,3,6,10.777777777777779,9.925925925925926
29630_Juniper,3,7,11.148148148148147,10.666666666666664
29630_Juniper,3,8,9.555555555555555,10.444444444444443
29630_Juniper,3,9,10.074074074074074,10.777777777777775
29630_Juniper,3,10,7.111111111111111,11.074074074074074
