,DOWN_state
1001,0.1000000000003638
1002,0.1500000000005457
1003,0.125
1004,0.1000000000003638
1005,0.25
1006,0.1750000000001819
1007,0.3249999999998181
1008,0.1750000000001819
1009,0.1999999999998181
1010,0.1999999999998181
1011,0.1999999999998181
1012,0.25
1013,0.125
1014,0.125
1015,0.1750000000001819
1016,0.1999999999998181
1017,0.2749999999996362
1018,0.4499999999998181
1019,0.25
1020,0.1749999999992724
1021,0.125
1022,0.1999999999998181
1023,0.125
1024,0.125
1025,0.1999999999998181
1026,0.2000000000007276
1027,0.375
1028,0.3500000000003638
1029,0.2250000000003638
1030,0.1750000000001819
1031,0.1500000000005457
1032,0.2000000000007276
1033,0.1500000000005457
1034,0.2749999999996362
1035,0.5
1036,0.125
1037,0.3000000000001819
1038,0.2750000000005457
1039,0.1999999999998181
1040,0.3999999999996362
1041,0.2000000000007276
1042,0.1999999999998181
1043,0.1749999999992724
1044,0.2749999999996362
1045,0.2250000000003638
1046,0.125
1047,0.4499999999998181
1048,0.1499999999996362
1049,0.2749999999996362
1050,0.3250000000007276
1051,0.1000000000003638
1052,0.2750000000005457
1053,0.1499999999996362
1054,0.3499999999994543
1055,0.2749999999996362
1056,0.3000000000001819
1057,0.125
1058,0.3249999999998181
1059,0.1000000000003638
1060,0.1750000000001819
1061,0.125
1062,0.1000000000003638
1063,0.1000000000003638
1064,0.2249999999994543
1065,0.1750000000001819
1066,0.375
1067,0.1000000000003638
1068,0.3249999999998181
1069,0.125
1070,0.2750000000005457
1071,0.1000000000003638
1072,0.3000000000001819
1073,0.2000000000007276
1074,0.125
1075,0.3000000000001819
1076,0.1749999999992724
1077,0.125
1078,0.125
1079,0.1999999999998181
1080,0.1000000000003638
1081,0.125
1082,0.1000000000003638
1083,0.1000000000003638
1084,0.1000000000003638
1085,0.0999999999994543
1086,0.125
1087,0.1749999999992724
1088,0.1000000000003638
1089,0.0999999999994543
1090,0.0999999999994543
1091,0.0999999999994543
1092,0.0999999999994543
1093,0.1500000000005457
1094,0.2249999999994543
1095,0.25
1096,0.2749999999996362
1097,0.125
1098,0.125
1099,0.1000000000003638
1100,0.1749999999992724
1101,0.0999999999994543
1102,0.1750000000001819
1103,0.3500000000003638
1104,0.1750000000001819
1105,0.3000000000001819
1106,0.1000000000003638
1107,0.125
1108,0.1750000000001819
1109,0.1000000000003638
1110,0.1499999999996362
1111,0.1499999999996362
1112,0.3000000000001819
1113,0.125
1114,0.125
1115,0.1750000000001819
1116,0.125
1117,0.125
1118,0.1499999999996362
1119,0.1999999999998181
1120,0.1999999999998181
1121,0.25
1122,0.125
1123,0.0999999999994543
1124,0.125
1125,0.2250000000003638
1126,0.1750000000001819
1127,0.1500000000005457
1128,0.2250000000003638
1129,0.2249999999994543
1130,0.1999999999998181
1131,0.125
1132,0.0999999999994543
1133,0.125
1134,0.1000000000003638
1135,0.2249999999994543
1136,0.125
1137,0.1749999999992724
1138,0.1999999999998181
1139,0.1999999999998181
1140,0.3000000000001819
1141,0.1000000000003638
1142,0.3249999999998181
1143,0.375
1144,0.0999999999994543
1145,0.25
1146,0.25
1147,0.2750000000005457
1148,0.1500000000005457
1149,0.3499999999994543
1150,0.1999999999998181
1151,0.1499999999996362
1152,0.1999999999998181
1153,0.2749999999996362
1154,0.1750000000001819
1155,0.1499999999996362
1156,0.1750000000001819
1157,0.1999999999998181
1158,0.25
1159,0.125
1160,0.1499999999996362
1161,0.2250000000003638
1162,0.2249999999994543
1163,0.1000000000003638
1164,0.25
1165,0.1499999999996362
1166,0.2749999999996362
1167,0.2749999999996362
1168,0.1499999999996362
1169,0.25
1170,0.125
1171,0.1750000000001819
1172,0.5249999999996362
1173,0.0999999999994543
1174,0.3000000000001819
1175,0.25
1176,0.125
1177,0.3500000000003638
1178,0.1499999999996362
1179,0.1000000000003638
1180,0.3000000000001819
1181,0.125
1182,0.1499999999996362
1183,0.1749999999992724
1184,0.0999999999994543
1185,0.3500000000003638
1186,0.1749999999992724
1187,0.4750000000003638
1188,0.3249999999998181
1189,0.3999999999996362
1190,0.3249999999998181
1191,0.2750000000005457
1192,0.1000000000003638
1193,0.2250000000003638
1194,0.25
1195,0.4750000000003638
1196,0.6750000000001819
1197,0.2750000000005457
1198,0.125
1199,0.3250000000007276
1200,0.25
1201,0.1500000000005457
1202,0.1750000000001819
1203,0.1999999999998181
1204,0.2000000000007276
1205,0.2250000000003638
1206,0.1499999999996362
1207,0.1999999999998181
1208,0.25
1209,0.5249999999996362
1210,0.3000000000001819
1211,0.1999999999998181
1212,0.1999999999998181
1213,0.2250000000003638
1214,0.4499999999998181
1215,0.1750000000001819
1216,0.4000000000005457
1217,0.25
1218,0.3250000000007276
1219,0.1000000000003638
1220,0.4249999999992724
1221,0.3000000000001819
1222,0.1500000000005457
1223,0.2749999999996362
1224,0.1500000000005457
1225,0.1499999999996362
1226,0.25
1227,0.1500000000005457
1228,0.3000000000001819
1229,0.4499999999998181
1230,0.2250000000003638
1231,0.1749999999992724
1232,0.1999999999998181
1233,0.2250000000003638
1234,0.2999999999992724
1235,0.125
1236,0.1750000000001819
1237,0.1999999999998181
1238,0.3249999999998181
1239,0.1999999999998181
1240,0.2250000000003638
1241,0.3499999999994543
1242,0.0999999999994543
1243,0.1500000000005457
1244,0.2000000000007276
1245,0.3500000000003638
1246,0.1750000000001819
1247,0.2250000000003638
1248,0.25
1249,0.2749999999996362
1250,0.1750000000001819
1251,0.25
1252,0.2250000000003638
1253,0.2250000000003638
1254,0.1750000000001819
1255,0.3500000000003638
1256,0.0999999999994543
1257,0.2249999999994543
1258,0.1749999999992724
1259,0.2249999999994543
1260,0.1499999999996362
1261,0.2250000000003638
1262,0.1000000000003638
1263,0.3000000000001819
1264,0.5
1265,0.2750000000005457
1266,0.3249999999998181
1267,0.1499999999996362
1268,0.125
1269,0.0999999999994543
1270,0.3499999999994543
1271,0.3000000000001819
1272,0.1750000000001819
1273,0.125
1274,0.4250000000001819
1275,0.1750000000001819
1276,0.2750000000005457
1277,0.1999999999998181
1278,0.3249999999998181
1279,0.1999999999998181
1280,0.3249999999998181
1281,0.0999999999994543
1282,0.125
1283,0.125
1284,0.1999999999998181
1285,0.1000000000003638
1286,0.2249999999994543
1287,0.125
1288,0.1499999999996362
1289,0.0999999999994543
1290,0.1750000000001819
1291,0.3500000000003638
1292,0.25
1293,0.6750000000001819
1294,0.3250000000007276
1295,0.1999999999998181
1296,0.2000000000007276
1297,0.25
1298,0.3999999999996362
1299,0.2749999999996362
1300,0.2249999999994543
1301,0.5999999999994543
1302,0.1499999999996362
1303,0.4499999999998181
1304,0.3500000000003638
1305,0.1499999999996362
1306,0.125
1307,0.125
1308,0.4249999999992724
1309,0.1999999999998181
1310,0.4749999999994543
1311,0.125
1312,0.3249999999998181
1313,0.4249999999992724
1314,0.25
1315,0.1500000000005457
