,OF,REM,SWS
126,0.004785849988505661,0.005963980761191028,0.00519112071935951
127,0.005541752859090969,0.005175316026688362,0.00479364007457611
128,0.00528050388545344,0.004990296115182555,0.004899057544817858
129,0.004619141132729275,0.004532635723650517,0.004560527694075837
130,0.004963502163314384,0.0044199695107134986,0.0043566876120949985
131,0.004860890073890786,0.0038468907034957533,0.004672336146881449
132,0.004967331591368794,0.0034715149456764033,0.0048270074154579705
133,0.005143583587850409,0.003937891431674904,0.004718710398894129
134,0.004134282795632891,0.0035672142450489048,0.004876738659282772
135,0.004171969256985969,0.004798078596846484,0.004647388956079975
136,0.005154206743271348,0.004675429172107983,0.004971704414247521
137,0.00520652565104846,0.005081482816282825,0.004399140933465253
138,0.00572326090156462,0.0050769289330685335,0.004585254935602267
139,0.005200027420013424,0.005144423385917288,0.004655232023835818
140,0.00571366850704883,0.005169780154457598,0.004069587889397704
141,0.006526941287609491,0.004186207104582494,0.004451875886142094
142,0.005862547976894118,0.0031319043909709353,0.0043300146594603545
143,0.00557170350061314,0.00221128077809526,0.005006058788661416
144,0.005301008903675034,0.0024855122026775345,0.004878311454153183
145,0.005331041723013514,0.0024635016022461842,0.004624936724047162
146,0.0049358708392642425,0.0017678568881735082,0.004998305084639758
147,0.004943326859032961,0.0020368667961849765,0.004537395113223409
148,0.005094350001972955,0.0020650686984071873,0.0044800448555072534
149,0.005169936737841113,0.0024822736858191403,0.004679871713805423
150,0.004576415930143586,0.002755466133654679,0.004993102919080967
151,0.005457923794743719,0.0027566711524513064,0.004329996581176606
152,0.00574460874789367,0.0029690436974498624,0.004096866647285577
153,0.005437014816648801,0.0031357006059367057,0.0052849562382435026
154,0.005099534565732486,0.0037537855874361934,0.005092127178675985
155,0.0048574703502111145,0.003704303588754534,0.005075554069289078
156,0.004939671660629065,0.0043085988917317295,0.005358593827305289
157,0.005152351267006936,0.004765860703506306,0.005354682427356518
158,0.005846220561559902,0.005029080800223345,0.005610498386440437
159,0.004962428253011017,0.005621547234576423,0.005335035837708263
160,0.00560977813213183,0.005268249442385713,0.005158046509308064
161,0.005550771552356773,0.004696470899596294,0.004829433061561758
162,0.006024391983556559,0.004492369090572039,0.0047331175867115945
163,0.0057665675771692345,0.004546018292583861,0.004796174779459415
164,0.005582040367423842,0.0052387152945505494,0.004761046539440238
165,0.005285642933169685,0.005109681737765407,0.004624552081359592
166,0.005157153580443494,0.00569287792105123,0.003974130220852501
167,0.0055040741588940675,0.0059526670840276,0.003789735286170717
168,0.005303260872583856,0.0062868123244373365,0.0036691422523940755
169,0.004610614747318408,0.005659510453592703,0.003709256706318503
170,0.004453286544460065,0.006379608173880817,0.004670698720328727
171,0.004607894830064572,0.005738262434396047,0.005250418325391446
172,0.0050285657147897955,0.004827447273570684,0.005432479014632254
173,0.005268519306268181,0.005289497341453071,0.004952646161364545
174,0.005094591641786818,0.005222579779007772,0.005344384752518384
175,0.004504195447649581,0.004813280130146383,0.004673338622379609
176,0.0043874525609604665,0.00474917399179888,0.004906317509735154
177,0.004911972483909703,0.005426312179085965,0.004438059279771674
178,0.00465105443406677,0.005283031617929148,0.003916309467023023
179,0.004997801198840809,0.00427621134924614,0.004114552735314094
180,0.004782906991075557,0.0053565197377202665,0.004163620553490502
181,0.00531754983178405,0.005190218012059557,0.004396612220690041
182,0.0059289370247175505,0.005682677876931791,0.0047019389982837926
183,0.005373951053723099,0.005122957612215882,0.004155154377707318
184,0.005309606657808037,0.004731713124833533,0.004540157486351133
185,0.005377247236361578,0.0051218294053869745,0.004613520258953888
186,0.005472220701746205,0.004393108209564186,0.005079537008010538
187,0.005338302526402481,0.003977656848614178,0.004933456442659461
188,0.0057469472299305005,0.003752673947127013,0.0060648883203206745
189,0.0053534592451554295,0.004022514635690322,0.005938464292412348
190,0.005622450386206802,0.004409170591353995,0.005415451727930364
191,0.004740441297881329,0.004728465888016489,0.005510975849828851
192,0.004712558530135917,0.004236219724442576,0.005010131401611731
193,0.004336330098392299,0.004323410119770379,0.005352833162904331
194,0.004664510638743403,0.003972339880414825,0.004994125275942335
195,0.004659896151054106,0.004653279604570604,0.005145922088456049
196,0.004166616961813881,0.003848643744988831,0.004765432345420598
197,0.003978424837684508,0.003563889360391961,0.00468439809385974
198,0.0041219048407241474,0.0031223216045019354,0.004906920132814316
199,0.0040603808808017195,0.003689630661295076,0.004999881855915341
200,0.004732601647208229,0.0035642502839769823,0.004781401406419542
201,0.004693203610054874,0.003694678393778488,0.00428832858489522
202,0.004869610163363366,0.003557340469607774,0.0047028089319923775
203,0.004987556388247842,0.0033670872061226805,0.004626040974483524
204,0.005321370889602252,0.004142192381278468,0.004996059810059627
205,0.005003796871250099,0.003985450766744002,0.005120187207561255
206,0.005034302605704406,0.0045115491324972555,0.004643448066570676
207,0.004807260253771757,0.004749812960928456,0.004968778459203497
208,0.004333493257151977,0.004263856028032775,0.005099927046527895
209,0.003993834251515337,0.005083176270121456,0.004866883650051204
210,0.0050869170967914835,0.004650750149599619,0.004577404564039133
211,0.004648275536409529,0.003924770142876492,0.004691443671331269
212,0.005030583653232346,0.004407954304870094,0.004391670074058938
213,0.005044448720876566,0.0035630966070423742,0.004243534187750335
214,0.0053765317825774156,0.0032980862717695235,0.004337886861588665
215,0.0058474322593787134,0.003315918980209908,0.004242122767200312
216,0.005699060852027832,0.0031049853826698548,0.004554065842521983
217,0.005993917201211389,0.003625867104363082,0.003928791533978896
218,0.006280466251764027,0.002866949998922958,0.00485589888621108
219,0.006016650734146296,0.003464968823928092,0.00437399136413352
220,0.006740289430844161,0.004161608460616867,0.003594128143061005
221,0.00647199410259159,0.005022572745855598,0.0037059169340951754
222,0.005976398908213438,0.0048400208013053845,0.004121286612558129
223,0.005522148213427919,0.004702981231291675,0.004209233577832923
224,0.0053181596334844405,0.005884918332977505,0.0038765573526464855
225,0.005688399853587748,0.005171309068763105,0.0040052171908766835
226,0.005530560870446062,0.0050771837590868904,0.0043919357946151935
227,0.005582407029681505,0.0061135702439092275,0.004597794785612657
228,0.00550570673009272,0.006425024337862314,0.004305043057974433
229,0.005574602653509365,0.006922634941054694,0.004494949119693604
230,0.00572296361698338,0.005885170464477238,0.004486491789147371
231,0.0062827893016969534,0.00567296049854622,0.00435631368504315
232,0.0059930146827992916,0.004783056829884022,0.00426666942160826
233,0.005363834627741858,0.005022238999346341,0.003828555947211851
234,0.005630305328941543,0.004286355897251558,0.0035050671554488658
235,0.005345088170077271,0.003990755950253113,0.0035923150714531797
236,0.005329606364315995,0.0037742867740089485,0.004057071338682075
237,0.00524901063177706,0.004515691685959705,0.0039944870729395135
238,0.0047629063483377605,0.00452472546088299,0.003965671281967064
239,0.00537497893441797,0.004831203573772397,0.004471805963544454
240,0.005150585519536254,0.00480929966912462,0.004766182196568969
241,0.005733947208202921,0.004490278792671874,0.0044222164706528184
242,0.005282770549802327,0.004980797145562079,0.004097192824108996
243,0.0053082428228712055,0.004700190772762789,0.003913872136230129
244,0.004760996794764204,0.005105822052462424,0.004883891541213765
245,0.004941555370982971,0.0042435136904520835,0.0054966583901392375
246,0.0063115996002797185,0.0034047178962611255,0.0049889959111524
247,0.0062513080436672475,0.0034229705259587926,0.005926707769329257
248,0.006612930145831075,0.0039869536980177275,0.005638113086988224
249,0.005968984988102733,0.004665194639468856,0.005564229313706272
250,0.005387990002873224,0.00421647887339211,0.005020529724533942
251,0.005164188608015622,0.004906833769427489,0.005775219255224523
252,0.005593146964663133,0.0050250305152643926,0.00565246866719173
253,0.005575441189909711,0.004712670295212611,0.0055729048055566215
254,0.0048335708922832895,0.0051066590702555465,0.005422365137854338
255,0.004011040432986066,0.00541947099655274,0.0048668242252817295
256,0.004491755459093055,0.005189923697045051,0.004235230050047898
257,0.0039899873899292585,0.004400507067413959,0.0041902138034968246
258,0.004692771551981505,0.004879878440706563,0.0037678334627938973
259,0.003903637256347618,0.004513310573988799,0.004401154117295468
260,0.004522386178846511,0.0034549470251527105,0.004261517056388
261,0.005224675860658371,0.002958356742372582,0.0038750285971512425
262,0.005897220186758886,0.0033651362882549966,0.0037158988740651835
263,0.005896764880285233,0.00442262982758261,0.0038611364915029215
264,0.005335363892892385,0.0038178207156049073,0.004386754693720288
265,0.005365579641113089,0.0037469977816926335,0.0046172703271893855
266,0.0048638155018997774,0.00425876380525255,0.004933989820429353
267,0.005200667809759205,0.004648120297221251,0.005555597947192255
268,0.005624709386067894,0.004633002633397775,0.005056900421527822
269,0.005291235397135071,0.00404810938783478,0.005513236007670852
270,0.005250465648301929,0.004148544910654406,0.005098615077436965
271,0.005401032544616326,0.0037779132726452995,0.00485014801280604
272,0.005200058446411868,0.0036862725951157366,0.004871367438934341
273,0.005506069145170713,0.0032736468889184404,0.004823410705180686
274,0.00559081816584526,0.0028681894841972267,0.0045857870804703075
275,0.00516720104472229,0.0033507084395331213,0.005618472902631579
276,0.004888093788689633,0.003916911346314194,0.004789855961642635
277,0.004779970492806255,0.003668235993934372,0.004167735283876106
278,0.005282679935996849,0.0030443886380662395,0.0038564221707390227
279,0.004960977839193215,0.0037844848664843997,0.004190440036173158
280,0.0043054826702702805,0.0045751156359345084,0.004127136026658187
281,0.004906988350624144,0.004881716256443217,0.005260973031900238
282,0.0045094976346840765,0.004763611111136925,0.004611521486210266
283,0.004934071044911859,0.004515373964660423,0.004461197325467268
284,0.004981529195946853,0.004517748167242769,0.00454208912284754
285,0.004767744183598689,0.004430387949908445,0.004013035060536596
286,0.005639276235033815,0.004930762780491036,0.003741264237195861
287,0.005805050692595476,0.004280893474901749,0.003500165370639317
288,0.005474781932887396,0.003984661331040173,0.003318919818245397
289,0.005325715845072865,0.0032474543605271965,0.0034843809131334387
290,0.005552970767321246,0.0031782300826428546,0.0036154443131714026
291,0.005214035555020265,0.0036365722128091737,0.0032589764074753345
292,0.004988651608969572,0.003939650624759687,0.0035106170506006367
293,0.004778603374374338,0.0048185532341674855,0.003490344783964194
294,0.004515959331299187,0.005840655883647341,0.004305249190888785
295,0.003949404804468843,0.00590726129270402,0.005332145026846545
296,0.0041951542937971415,0.006591021136629699,0.0056725195703758195
297,0.004318819233171492,0.0066454189719201435,0.005500598832801269
298,0.003829942465410841,0.006219907019457649,0.005564638092927218
299,0.0037037634093122504,0.005345310277291508,0.006199759390526565
300,0.003892482729585411,0.005112490020671585,0.006075749429435565
301,0.0041383923580513736,0.00483325888415186,0.005718533494244538
302,0.004321332100820242,0.004469618513014498,0.00518078707276383
303,0.0035800873616100904,0.005221933202600571,0.004646416199813096
304,0.0037787650202191184,0.004955954424836593,0.00490429367408798
305,0.004064889376798984,0.004282707535982178,0.0045796738790258515
306,0.004219405293109391,0.0042393965322064546,0.0049690955451607115
307,0.004809723653278368,0.004642062339766239,0.004123386898869964
308,0.005235175141889798,0.0048479694398269125,0.004682059529385338
309,0.004773995372003118,0.004035436208297527,0.004480000759653924
310,0.00514472716560464,0.0035602830041208578,0.00540320830630072
311,0.006240363005368091,0.003883132815472081,0.0050431030203257135
312,0.006496075316922576,0.005003092293530382,0.005591027579566147
313,0.005093249402659255,0.005470386854423554,0.004794061709779623
314,0.0055063025462542825,0.005604988090863345,0.0043945579560641605
315,0.006125796741157765,0.0045431777531707365,0.004319132606294609
316,0.006518389872008532,0.0049703766674343485,0.00414286358204876
317,0.0058022372111893985,0.0052533117045955235,0.004166105288550448
318,0.005822295554339683,0.004549977757710269,0.003978079924313965
319,0.00565648534239582,0.004411687378107502,0.004100945430035773
320,0.005639777849124084,0.003866816985927618,0.005527459130929052
321,0.00599437395425012,0.003699629871935551,0.005114053462329062
322,0.005557380785459247,0.0033489968151755277,0.005334105527345875
323,0.00474922315798986,0.0033798764515073844,0.006254784930563836
324,0.00593034200739413,0.0038852747684260105,0.007064181165942105
325,0.005213522175534026,0.004631390656228639,0.006076942566693979
326,0.005573779180996364,0.004489319703221413,0.006188618070778307
327,0.005477938482313362,0.004301200993341209,0.006020948875636562
328,0.0043406035058774495,0.0036972373731424947,0.005055163426956117
329,0.004741472365633615,0.003380159790229,0.0048662838162903226
330,0.0048760434634676445,0.0030051710430882526,0.0048266847316896355
331,0.005080573525480936,0.003374367417860395,0.004611516852692258
332,0.005468747356183144,0.0032789549445611968,0.004319738104790204
333,0.005877390837167568,0.0031630596117028956,0.004340503690737442
334,0.005833524274894103,0.003896539236494831,0.004815866095590295
335,0.005685310893588455,0.004465357847604148,0.0052209893552352185
336,0.005125522541328077,0.004801162667746897,0.004637720027333037
337,0.005279033035616264,0.004584738937733837,0.004879218994292207
338,0.005422031584653297,0.004366872786423554,0.004585410983078162
339,0.005038907048418116,0.004175223653359939,0.004560156188368455
340,0.005613706768249406,0.004719893306552277,0.0039720094918261365
341,0.005446308889763024,0.004876511828134304,0.00401493867267108
342,0.004758618797275969,0.0052657929933344816,0.004238623665339099
343,0.00463312683974818,0.005327322422529613,0.0044969130454112355
344,0.004701873663602758,0.0050856703448715025,0.00450921836077157
345,0.005254372443363238,0.004421434249369331,0.00477754580649332
346,0.005269356150856449,0.004922113129306396,0.004499407224056334
347,0.0052838887928264465,0.004285051616683134,0.004926374057122513
348,0.00504519036164146,0.004423410846110228,0.004639341025854078
349,0.005284725205521602,0.0039035761047640652,0.0044740089839093765
350,0.005939342956128306,0.00550723862616094,0.004270105922064755
351,0.005658920137289254,0.006021750398538782,0.005168583542867911
352,0.004841691965847728,0.005350976349892159,0.005531704408346031
353,0.004783259223212106,0.004868455989207754,0.004817503665253183
354,0.005274003677215419,0.004574385519092078,0.005521254181695515
355,0.004865784073021393,0.004608730060955447,0.0049475245537069275
356,0.004809022431202883,0.004094702735252382,0.005102978298110449
357,0.005400881645961039,0.004393092894400345,0.005138091279771085
358,0.004542219092248158,0.0036084032840354306,0.005123676993096696
359,0.005110464024502682,0.004198610542608597,0.005261735615775762
360,0.004443337350168901,0.0040855372882030675,0.00510987094915645
361,0.0038546816324487865,0.003757673235154703,0.0045736344474750544
362,0.004688023756283552,0.0037137947759365944,0.0045462849472571445
363,0.00513781012744763,0.0034582622170167662,0.003987369981360658
364,0.005308576705548916,0.0039590403530775945,0.004139279466374688
365,0.005226359774304535,0.004017221146497397,0.0045440305895201975
366,0.00545317362386435,0.004324178098666194,0.004793375627538541
367,0.005819913614211796,0.0051085802061393995,0.0054649265454712595
368,0.004821005271972217,0.005039444528016678,0.005250864724380019
369,0.005076981533434599,0.004601753077877968,0.005389875165560867
370,0.005247892121357575,0.0033812445429397785,0.005967477776785694
371,0.0050819152911872,0.003428607700152524,0.0051796228704183355
372,0.005496275638888021,0.004022323077156463,0.005374995682951467
373,0.005474679270371451,0.004299482108497093,0.005297592626761132
374,0.004752328222849643,0.004602517624754425,0.005359017268457772
375,0.005154032861765444,0.004622341928285334,0.00495565657919144
376,0.004521329772211299,0.004861145933503179,0.0042293131619836714
377,0.005076777140249019,0.0051857564905689124,0.0048885409857689485
378,0.005805323247373823,0.00536663717264564,0.005396036676854703
379,0.004722731893564622,0.006178407772756502,0.00453790391566976
380,0.004562748434911427,0.005569494049855133,0.003850783337901956
381,0.004186781202294935,0.005008032974315796,0.004115587519003142
382,0.003921295182558081,0.005360549036654126,0.003723120613508484
383,0.004110456426616869,0.005787799719730627,0.004017760653042578
384,0.003944364686807645,0.005379794531262299,0.003601559237219108
385,0.003963186052549211,0.004377099091007288,0.004828115908745866
386,0.004318530141639542,0.003936195970214202,0.004834753323273522
387,0.004339994307027862,0.004199893821409184,0.005031635494542649
388,0.004804277923383546,0.004018442051095076,0.004788106352932577
389,0.005294960573989785,0.0033542742532363945,0.004874134342611419
390,0.0056022256901489586,0.0029799185317056056,0.004874358888137153
391,0.00553084629527007,0.0028095745369077336,0.0042727549575128565
392,0.005960221817292012,0.002680772477037383,0.005253584840836297
393,0.006100039551754419,0.0028544262648819434,0.004741739087311043
394,0.006112827511425099,0.0037198363347969317,0.004640964981624649
395,0.006473873344051465,0.003420218449028793,0.005152645790181789
396,0.00599928226999147,0.003386656064018346,0.0052784728389789004
397,0.005399765121280889,0.003470519213042132,0.0054657514577384015
398,0.005788480561406009,0.00301651008889699,0.005451019869818708
399,0.006169738689082322,0.0030492978290937857,0.005659006678325446
400,0.005741389728543275,0.003776358100327884,0.004740208787904146
401,0.006039915862443952,0.0031014027227772036,0.005554078095466794
402,0.005760745518870486,0.003281106978730829,0.00464199129886596
403,0.006390410525987899,0.0034817340414172505,0.005495178050838476
404,0.005920459107773146,0.004229845115186685,0.005170406113261763
405,0.005039564602223795,0.00482222488756513,0.004816174691008073
406,0.005780909660606746,0.004612106722128312,0.005899511816412653
407,0.005532797452931976,0.004856732691514399,0.005494664945102951
408,0.006782194930522399,0.005304177303658003,0.005926010478783194
409,0.007020653275739745,0.004426927741811551,0.005308308809179819
410,0.00566537585684512,0.0037430027582408937,0.005052613268615772
411,0.005421303583359033,0.0037593532600298787,0.005247625900849622
412,0.0060324408160762856,0.0038190846548429138,0.005284348041643942
413,0.006170891954208333,0.004081086239300062,0.005086135814525074
414,0.005506107658870033,0.0037393314302067815,0.004816938638184782
415,0.005942226635623152,0.00445834515827069,0.004483364058616001
416,0.00509354746520181,0.0038554020264037606,0.004072243053854408
417,0.005070376534822625,0.0039898078310427664,0.004265754520573823
418,0.0056806282177744956,0.004215311287698188,0.004799317110100855
419,0.005284239275934313,0.004208227880139603,0.004068020658504903
420,0.004979471069065606,0.003741322256576012,0.003644677435212913
421,0.004530219718878038,0.0033178921140034046,0.003329688848919729
422,0.004807898449906574,0.003743062174724967,0.0034844736076649185
423,0.005423853351567863,0.004474243995431257,0.0036136967121563365
424,0.005596666610690735,0.004246185929448149,0.004622237765640833
425,0.005454755819530044,0.004309259869949505,0.004232466444415207
426,0.005229975454949906,0.004541702739297526,0.004428857774232458
427,0.005541422603900136,0.005008331291602364,0.004436176607506125
428,0.005999815303152236,0.005242027046958979,0.004912726340427314
429,0.00640041914964828,0.00469370128913698,0.006254543152365006
430,0.0053858225858085685,0.004075373257485934,0.006948991597087389
431,0.004832825420312705,0.00401864560279969,0.007382480438472085
432,0.005051433412136799,0.004177639537387344,0.006565358052820588
433,0.004724273348928197,0.004855156538589954,0.0059436550961936814
434,0.004390289167566548,0.004906630882781595,0.0051857859449716435
435,0.004065098379151569,0.005131702817503164,0.004434889516122445
436,0.004290098097676306,0.004987934328924587,0.004610692587478867
437,0.0037330262061405794,0.004367654326608707,0.005224117423302077
438,0.003894888562261858,0.004184915900656129,0.005440007919117525
439,0.004134205062485836,0.005085795703196878,0.00508077799900458
440,0.004311818476271833,0.004998654053981304,0.004567117724483883
441,0.004357051137229584,0.004965015485134387,0.004290814334210046
442,0.004241993643512834,0.0055411260478718995,0.00438581756811873
443,0.004955302477820376,0.0047233238519124405,0.004108026700944739
444,0.005204766294534591,0.00502986915067131,0.004624497169286704
445,0.004446916605751898,0.006159076694738387,0.003944866908144346
446,0.004850285397358192,0.005912952772812867,0.00382869371951542
447,0.004771125163328332,0.005089830690169738,0.004290391773601057
448,0.004868612675531423,0.005746929961447071,0.004360572453970413
449,0.004895169484350983,0.00469350206175457,0.005149994603843065
450,0.005197969330276829,0.004472919845490782,0.0053849481133598515
451,0.005122989445762298,0.004001773981879851,0.005306630408230383
452,0.0049011297685182306,0.004276817075492126,0.005053889838395678
453,0.004702973155959641,0.0032598519407237366,0.005333824160500649
454,0.005020278415670896,0.0038727132914885645,0.005690514767988688
455,0.005343468944421988,0.0037370266709614262,0.005464444949483155
456,0.005204404848447558,0.0045087917819725005,0.005710914906807154
457,0.005311750118647582,0.0036858479669454433,0.005836154118641626
458,0.005906244628909635,0.0037070965101186058,0.005669525835129807
459,0.00653681577984961,0.003558231982611608,0.005189802418344375
460,0.005927871381752779,0.0038341063539369855,0.004886884468418504
461,0.00571470131944627,0.0038704707584455585,0.005126089027354636
462,0.005494938146893322,0.003936993746669173,0.00466412650198051
463,0.005448133049854552,0.004504340282908334,0.0042132241624080625
464,0.004971729210575308,0.004908203114914683,0.004321197296362352
465,0.0053468628885585566,0.00643272731060767,0.0041547495687216905
466,0.005482501987466077,0.005366675772484916,0.0050279331814023906
467,0.005063567747952286,0.005338088727488169,0.004829633013163071
468,0.005014100697314714,0.006129395111704052,0.004534204819814368
469,0.004594488130674733,0.00580413543486638,0.004598947551684683
470,0.004889798776043507,0.005873294495966079,0.004114739627558303
