ratID,Session,Epoch_N,OF,REM
27284_Douglas,1,0,4.324933859077201,3.3053968597168875
27284_Douglas,1,1,3.892204540738368,5.933518874142029
27284_Douglas,1,2,4.947702201130711,6.376394763735209
27284_Douglas,1,3,4.58690108069142,13.541688137538332
27284_Douglas,1,4,3.487074019166133,13.455725455233965
27284_Douglas,1,5,4.18818574316713,15.133355633889254
27284_Douglas,1,6,4.7438985162466505,4.640396653818164
27284_Douglas,1,7,3.1457818415192453,13.439971718228584
27284_Douglas,1,8,2.5931596084213466,7.578019071176631
27284_Douglas,1,9,3.9905706223039425,15.487474860296384
27284_Douglas,1,10,4.31302340977697,3.9818161353396566
27284_Douglas,1,11,3.338841639906876,3.0914123210783617
27284_Douglas,1,12,4.062435534452596,11.977836234992049
27284_Douglas,1,13,4.3907361742042825,4.002691178582195
27285_Elm,1,0,4.061713984084827,3.914038453285031
27285_Elm,1,1,6.355830347566927,4.602640711514679
27285_Elm,1,2,4.6760850142141495,5.56130416030228
27963_Hemlock,1,0,3.1592512812331743,4.410496701341649
27963_Hemlock,1,1,4.5674404762981204,1.902852681645883
27963_Hemlock,1,2,3.7766590376446385,2.045511480612018
27963_Hemlock,1,3,2.3178314014738057,7.416462235316573
27963_Hemlock,1,4,3.104124638043761,1.8920218700364366
27963_Hemlock,1,5,2.4865480901817567,2.114045969723462
28003_Ironwood,1,0,18.35017651403925,6.941737624508468
29629_Karri,1,0,11.501675024684275,5.224109776978501
29629_Karri,1,1,17.24487696674583,2.3571198914435034
29629_Karri,1,2,5.984079735581809,5.400739226382336
29629_Karri,1,3,4.525282761538118,3.3121734527624076
29629_Karri,1,4,9.934850315424168,4.166328211744972
29629_Karri,1,5,9.381999959457845,4.5002723965042275
29630_Juniper,1,0,3.698971447143799,3.2370476708149543
29630_Juniper,1,1,3.447453256434528,2.369884335893119
29630_Juniper,1,2,2.9459841080893514,2.595416821066698
29630_Juniper,2,0,2.9459841080893514,2.6498845088459633
29630_Juniper,2,1,3.2556291294256607,3.622891255166261
29630_Juniper,2,2,4.664158710575268,4.103471679837385
29630_Juniper,2,3,3.924560749733448,2.280691297625313
29630_Juniper,2,4,3.8661105318790927,2.8871014853309793
29630_Juniper,2,5,3.77998529913136,4.066373824071226
29630_Juniper,3,0,4.7341898488969045,2.8406246163323
29630_Juniper,3,1,4.025010906451575,3.591733081331508
29630_Juniper,3,2,5.444137427018296,1.880993267149921
29630_Juniper,3,3,5.133821521261361,5.119612929211692
29630_Juniper,3,4,4.579806704453884,2.5420987163312465
29630_Juniper,3,5,4.649210519518224,2.605817601725577
29630_Juniper,3,6,3.816155609033041,2.2467393381800127
29630_Juniper,3,7,6.863404695957033,2.7690967870336554
29630_Juniper,3,8,4.8303833611033,4.0549102488118205
29630_Juniper,3,9,6.004314647422443,3.0297405525742134
29630_Juniper,3,10,3.7594057100119818,3.499042965119899
